key,press,release
key.comma,1030.3677380000001,1030.4706780000001
key.space,1030.513655,1030.645614
key.1,1031.254359,1031.37083
key.9,1031.678709,1031.794682
key.9,1032.0285880000001,1032.12655
key.3,1032.520365,1032.608314
key.comma,1033.844992,1033.9469350000002
key.space,1034.019878,1034.152801
key.1,1034.8494,1034.95134
key.8,1034.965331,1035.1116020000002
key.0,1035.15559,1035.287521
